job_id,title,company,location,description,source,job_uid,dedup_key,skills_extracted,match_score
205XSGS,dba db2 z/os (h/f),informatis technology systm,75 - paris,"dans le cadre du maintien et de l'évolution de ses environnements critiques, un grand groupe recherche un dba db2 z/os pour renforcer ses équipes d'exploitation et d'administration des bases de données. vous interviendrez sur des infrastructures mainframe stratégiques, avec des enjeux forts de disponibilité, performance et sécurité. ________________________________________ vos missions administration & exploitation - administrer et maintenir les environnements ibm db2 (z/os) - réaliser les opérations d'installation, configuration et mise à jour - gérer les bases de données : o création o paramétrage o archivage ________________________________________ performance & optimisation - analyser et optimiser les performances : o tuning sql o indexation o gestion des tablespaces - identifier les axes d'amélioration et optimiser les requêtes ________________________________________ sauvegarde & continuité - définir et mettre en œuvre les stratégies de : o sauvegarde o restauration o reprise après incident (pra/pca) - garantir la disponibilité et l'intégrité des données ________________________________________ support & gestion des incidents - assurer le support technique niveau 2/3 - diagnostiquer et résoudre les incidents de production - accompagner les équipes de développement dans l'optimisation des requêtes ________________________________________ sécurité & conformité - gérer les droits d'accès (rôles, habilitations) - mettre en place des mécanismes d'audit et de contrôle - veiller au respect des standards de sécurité compétences requises : projets & amélioration continue - participer aux projets d'évolution et de migration des bases - automatiser les tâches d'administration (scripts db2) - rédiger et maintenir la documentation technique ________________________________________ livrables attendus - documentation d'architecture des bases de données - cartographie des environnements (dev / recette / prod) - description des instances, bases et tablespaces - procédures d'exploitation : o installation o configuration o démarrage / arrêt ________________________________________ environnement technique - sgbd : ibm db2 (z/os) - système : z/os - langage : sql - méthodologie : itil (exploitation / support) ________________________________________ profil recherché compétences techniques - expertise en db2 sur environnement z/os - solide maîtrise de l'administration de bases de données - expérience en optimisation de performances (tuning sql) - bonne connaissance des environnements mainframe - expérience en support production (niveau 2/3) ________________________________________ soft skills - rigueur et sens des responsabilités - capacité d'analyse et de résolution d'incidents - autonomie et proactivité - bon relationnel avec équipes techniques ________________________________________ pourquoi rejoindre cette mission ? - environnement critique et structurant - technologies mainframe au cœur du si - mission longue avec visibilité - organisation mature (itil, production)",france_travail,france_travail_205XSGS,dba db2 z/os (h/f) | informatis technology systm | 75 - paris,sql,60
204ZSST,développeur .net (f/h) - cdi (h/f),non renseigné,75 - paris,"le service des études, rattaché à la direction de l'organisation et des systèmes d'information recherche son développeur.net fullstack (h/f) en cdi. au sein du service etudes, composé d'une quarantaine de personnes en charge du développement de l'intégralité des outils informatiques de l'entreprise (back-offices, extranets), vous rejoindrez l'une des 4 équipes applicatives. l'équipe dap/espace adhérent est au cœur de l'écosystème applicatif de la maf. a la fois en charge de l'extranet (asp.net mvc), véritable vitrine de l'entreprise à destination de ses assurés et des consoles de backoffice (asp.net mvc, angular) pour les gestionnaires, elle est garante des services numériques proposés par la maf. en lien direct avec le responsable d'application, vous mènerez les missions suivantes : réaliser des tâches de conception et de développement, rédiger la documentation technique, participer au chiffrage et à l'analyse des tâches de développement, remonter des charges consommées et du reste à faire, contribuer aux processus d'amélioration continue de l'entreprise. la maf forme et accompagne ses équipes de développement avec pour double objectif : de développer et entretenir les qualités « craft » des collaborateurs (kata, mob sessions.) de développer l'état d'esprit et uniformiser les méthodes de travail dans un contexte agile (scrum, kanban) profil vous êtes issu(e) d'une formation d'un niveau bac+3/5 en informatique ou équivalent et disposez d'au minimum 3 ans d'expérience sur un poste similaire idéalement dans le milieu de l'assurance. vous maitrisez les technologies de développement microsoft (.net core et full framework, c#, entity framework, asp.net mvc, visual studio.) ainsi que les bases de données (sql serveur) et avez de bonnes connaissances en angular (versions 2+). vous faites preuve d'un sens de la communication, d'un goût pour le travail en équipe et la rigueur et l'esprit d'analyse sont vos atouts.",france_travail,france_travail_204ZSST,développeur .net (f/h) - cdi (h/f) | non renseigné | 75 - paris,sql,60
205ZYDN,ingénieur data f/h (h/f),nestle excellence supports france ou nes,92 - issy les moulineaux,"en un coup d'œil : cdi - temps plein - poste cadre basé à vittel (88), france une expérience souhaitée de 5 ans minimum en data engineering anglais courant a partir de juillet 2026 votre mission, si vous l'acceptez : franck recherche son data engineer pour renforcer ses équipes r&d engineering au ptc. vous concevrez, développerez et maintiendrez des pipelines de données, conformément aux standards it globaux, pour soutenir l'intégration des outils numériques depuis la phase de concept jusqu'au lancement. vous collaborerez étroitement avec des équipes pluridisciplinaires pour garantir une qualité, une sécurité, une conformité et une accessibilité optimale des données. vous serez responsable de : accélérer la stratégie data & digitale de la r&d faire l'inventaire des données existantes (sources, qualité, usages, limites) cartographier, structurer et gouverner les données r&d concevoir et faire évoluer l'architecture data collaborer étroitement avec les parties prenantes afin de comprendre les besoins en données et de délivrer des solutions à fort impact faire le lien entre les équipes it/ot et les équipes métiers comprendre les données industrielles, scientifiques et business traduire les besoins métiers en datasets pour le développement de modèles et d'algorithmes définir l'architecture data et apporter un support technique et des conseils aux membres de l'équipe sur les sujets liés à la donnée définir la feuille de route pour la data notamment concernant l'ingestion, le nettoyage, le staging, l'harmonisation et l'exploitation des données afin de soutenir de nouveaux insights en r&d contribution à des cas d'usage à forte valeur : ia, data science, simulation, power bi intervenir sur des projets innovants de proof of concept (poc) et de proof of value (pov) préparer, qualifier et modéliser les données gérer le cycle de vie des données et définir les stratégies d'industrialisation garantir la qualité, la sécurité et la conformité des données mettre en place des contrôles et des règles de qualité veiller à une gestion sécurisée et conforme des données à toutes les étapes afin de minimiser les risques. a propos de vous : master en informatique, en ingénierie ou en management des systèmes d'information vous avez une expérience de 5 ans minimum en data engineering vous avez une bonne connaissance des fonctions de recherche et développement, de leurs processus et des données générées tout au long du cycle de vie de l'information vous avez de solides connaissance en architecture des données, processus etl (extract, transform, load) et en modélisation des données vous avez la capacité de travailler en mode projet avec des livrables clairs, à aller chercher l'information, comprendre les besoins utilisateurs et à communiquer efficacement auprès des différents interlocuteurs vous êtes familier avec les bonnes pratiques de gouvernance, de conformité et de sécurité des données vous parlez couramment anglais et avez une expérience professionnelle dans un environnement industriel et international. maîtrise de ces outils : data processing: apache spark, apache flink, beam, databricks data orchestration: apache airflow, prefect, luigi data storage: snowflake, bigquery, redshift, delta lake programming languages: python, scala, java, r, sql ce que nous vous offrons : une rémunération composée d'un salaire fixe sur 13 mois, d'une prime d'objectif de 10 %. environnement de travail stimulant : vous évoluerez au sein d'une équipe dynamique et multiculturelle, favorisant l'échange et la collaboration. opportunités de développement professionnel : accès à des formations continues et à des programmes de développement des compétences pour vous aider à progresser dans votre carrière. avantages sociaux : mutuelle, intéressement, rtt, prime annuelle et autres avantages sociaux. flexibilité : possibilité de télétravail et hor",france_travail,france_travail_205ZYDN,ingénieur data f/h (h/f) | nestle excellence supports france ou nes | 92 - issy les moulineaux,"python, sql, airflow, spark, power bi, databricks, etl",60
205RJHF,développeur senior data / sap - migration on-premise (h/f),informatis technology systm,75 - paris,"dans le cadre d'un programme de migration data complexe à forte volumétrie, nous recherchons un développeur senior spécialisé sap / data pour intervenir sur des flux critiques d'extraction et de transformation de données. le consultant intégrera une équipe experte (squad de 4 seniors + 1 tech lead) et participera activement à la sécurisation et à l'optimisation des traitements dans un environnement on-premise. missions principales - concevoir et optimiser les flux d'extraction de données depuis sap vers le si cible - participer à une migration complexe impliquant de nombreux objets - analyser les traitements existants et améliorer leur performance - garantir la fiabilité et la robustesse des flux de données - contribuer aux décisions techniques et aux choix d'architecture livrables attendus audit technique & qualité de code - analyse du niveau d'optimisation des traitements existants - vérification des règles de gestion et des mécanismes de contrôle (gestion des cas 'autres', rejets, robustesse) - identification des anomalies et des axes d'amélioration - estimation des charges de correction et priorisation selon les risques (performance / stabilité) analyse de l'architecture existante - cartographie des outils, technologies et flux en place - analyse des mécanismes de stockage (tables intermédiaires, etc.) - identification des risques techniques (technologies, volumétrie, performance) recommandations structurées - refonte cible : proposition d'une architecture optimisée (outils & stockage) - améliorations à moyen terme (3 mois) : plan d'actions de sécurisation - quick wins avant mise en production : actions critiques pour limiter les risques environnement technique - sap (flux d'extraction de données) - sql / pl-sql - oracle / sql developer - talend (tac) - ordonnancement - architecture on-premise compétences requises : profil recherché - expérience confirmée (8+ ans) en développement data dans des contextes de migration complexe - excellente maîtrise des environnements sap (extraction de données) - expertise avancée en sql / pl-sql - bonne connaissance des bases oracle - expérience sur des outils d'intégration / ordonnanceur (talend apprécié) - capacité à auditer, analyser et optimiser du code existant - solides compétences en architecture data et analyse de flux - capacité à identifier les risques et proposer des plans de remédiation - expérience en environnement on-premise les + de la mission - projet stratégique à forte visibilité - environnement technique exigeant - forte autonomie et impact sur les choix techniques - collaboration avec une équipe senior",france_travail,france_travail_205RJHF,développeur senior data / sap - migration on-premise (h/f) | informatis technology systm | 75 - paris,"sql, excel",60
0460233,une/un data scientist confirmé(e) (h/f),arcom,75 - paris 12e arrondissement,"responsabilités : placé sous l'autorité du chef adjoint du département données et technologies, le data scientist aura pour missions de : -participer au développement et à la mise en œuvre d'algorithmes d'intelligence artificielle au service des activités de régulation ; -contribuer à l'analyse et à la valorisation des données audiovisuelles et numériques ; -aider à la création et à l'optimisation de pipelines pour améliorer la performance des systèmes d'ia déployés (docker, kubernetes); -collaborer avec les équipes techniques pour déployer des modèles de machine learning sur les infrastructures internes ; -assurer une veille technologique sur les innovations en matière d'ia et de gestion des données dans le secteur de la régulation numérique ; -rédiger des documents techniques et des rapports d'analyse pour suivre l'évolution des projets ; -mener des projets de bout en bout, de la conception à la réalisation et au déploiement des solutions d'ia. -des compétences en développement web (react) seront appréciées pour créer des interfaces utilisateurs interactives permettant de visualiser et d'interagir avec les modèles d'ia déployés. profil recherché : le candidat devra réunir les compétences suivantes : -diplomé grande école d'ingénieur bac +5 ou bac +8 (informatique, intelligence artificielle, science des données ou disciplines connexes -expérience professionnelle minimale de 3 ans dans le domaine de la science des données et de l'intelligence artificielle (machine learning, deep learning). -une forte appétence et une expérience pratique de mise en place de solutions d'ia generative à base de llm seront déterminantes. -connaissances en langages de programmation (python, r, etc.) et bibliothèques liées à l'ia (pytorch, tensorflow, hugging face, etc.) ; -esprit d'équipe, autonomie, rigueur, et capacité à résoudre des problèmes complexes ; -aisance rédactionnelle et capacité à synthétiser des informations techniques.",france_travail,france_travail_0460233,une/un data scientist confirmé(e) (h/f) | arcom | 75 - paris 12e arrondissement,"python, docker, machine learning",60
0498814,data science & ia engineer (h/f/nb),non renseigné,92 - puteaux,"fondée en 2005, trimane est un cabinet de conseil et une société de services spécialisée en data intelligence (data & ia). notre mission : créer de la valeur à partir des données disponibles dans les entreprises, en s'appuyant sur des approches algorithmiques innovantes, des méthodologies éprouvées et de nombreuses technologies de pointe. en tant que spécialiste data, nous sommes reconnus pour le très haut niveau d'expertise de nos consultants et de notre retour d'expérience en la matière. nous accompagnons nos clients du secteur public ou privé sur des prestations de conseil : moa et moe, autour du traitement et l'analyse des data, quel que soit l'environnement technique : bi, big data, cloud, machine learning, deep learning, nlp, ou encore sur les aspects méthodologiques : gestion de projet, agile, dataops, stratégie data gouvernance et l'organisation data driven. rejoindre trimane, c'est construire ensemble une relation durable, de confiance et évoluer dans un environnement stimulant à taille humaine où votre carrière est au cœur de nos priorités, c'est pourquoi nous offrons à nos collaborateurs : - un accompagnement de carrière personnalisé grâce à trois référents : technique, rh et commercial. - un accès illimité à nos plateformes de formation et certifications, ainsi que des sessions internes sur la bi, le big data, l'ia, le cloud, la blockchain et le développement web. - des ateliers de veille technologique pour rester à la pointe des innovations. - un cadre convivial avec des afterworks, escape games et activités organisées par notre cse. - l'opportunité de contribuer à l'aventure capital b / the blockchain group, un écosystème d'entrepreneurs réunissant des expertises complémentaires (digital, blockchain, data) et des projets ambitieux. le poste : vous souhaitez rejoindre une société à taille humaine où l'innovation et la confiance sont au cœur de la culture - trimane recherche son/sa futur(e) data science & ia engineer (h/f/nb) vous êtes passionné(e) par l'ia, la data et les technologies innovantes - vous souhaitez travailler sur des projets ambitieux qui façonnent l'avenir du digital - rejoignez-nous et devenez acteur de la transformation ! votre rôle : en tant que data science & ia engineer, vous serez au cœur de la conception et du déploiement de solutions avancées en intelligence artificielle et data science. votre mission : imaginer, développer et intégrer des services performants qui repoussent les limites de l'innovation. ce que vous ferez : - concevoir des services backend robustes en python & fastapi, intégrant des modèles ia et des techniques avancées de machine learning. - optimiser des bases de données mongodb, elasticsearch, sql/nosql pour un traitement efficace des données. - mettre en place des pipelines ci/cd avec docker & gitlab ci, pour automatiser et fluidifier les workflows. - collaborer avec des équipes passionnées pour intégrer des modèles ia dans des applications scalables. - (optionnel) développer des interfaces utilisateur interactives en utilisant react et next.js, permettant une interaction fluide avec les modèles d'ia. profil recherché : vous êtes passionné(e) par l'intelligence artificielle et disposez d'une solide expérience en data science & ia - diplômé(e) d'une école d'ingénieur, école de commerce, d'un doctorat, avec une spécialisation en data science ou dans un domaine technique similaire, vous souhaitez relever des défis ambitieux - ce poste est fait pour vous ! ce que nous recherchons : compétences techniques : - expertise confirmée supérieure à 8 ans en data science, ia, machine learning, deep learning, gen ai, - maîtrise des outils et technologies : python, fastapi, mongodb, elasticsearch, sql/nosql, docker, airflow, snowflake, gitlab ci. - (bonus) connaissances en react et next.js pour le développement d'interfaces. - capacité à communiquer efficacement avec des interlocuteurs techniques et non techniques (clients, partenaires, équipes internes). vision stratégique : - capacité à structurer et piloter des projets ia en phase avec les besoins clients et les tendances du marché. - force de proposition pour anticiper les évolutions technologiques et contribuer à l'innovation. ce que nous offrons : un rôle stratégique et des projets innovants au sein d'une structure à taille humaine en pleine croissance. une expertise reconnue sur le marché et des équipes passionnées, prêtes à relever les défis technologiques de demain. des opportunités pour apprendre, échanger, évoluer et faire la différence le tout dans un environnement stimulant, innovant, où la blockchain, la data, l'ia et le développement applicatif occupent une place centrale. trimane place la diversité et l'égalité des chances au cœur de ses préoccupations et s'engage dans ses recrutements à ne sélectionner les candidats que sur la base de critères professionnels. prêt(e) à relever le défi - postulez dès maintenant et construisons ensemble l'avenir de la data et de l'ia !",france_travail,france_travail_0498814,data science & ia engineer (h/f/nb) | non renseigné | 92 - puteaux,"python, sql, airflow, docker, machine learning, nlp",60
0478009,business analyst data finance f/h h/f,non renseigné,75 - paris,"description de l'entrepriserejoignez la bred banque populaire : une banque coopérative conquérante, humaine et engagée en tant que banque de proximité engagée sur ses territoires, nous soutenons activement le développement de nos territoires en île-de-france, en normandie et outre-mer avec un réseau de 411 implantations en france et à l'international, à travers nos filiales en asie du sud-est, dans le pacifique sud, en afrique et en suisse. nos activités et nos expertises nous permettent d'accompagner durablement nos clients : banque de détail, banque de grandes entreprises et institutionnels, banque de gestion privée, banques à l'international, salle des marchés, société de gestion d'actifs, compagnie d'assurances, banque de financement du négoce international. conquérante, humaine et engagée, nos valeurs incarnent notre ambition de relever chaque jour de nouveaux défis et d'agir de manière responsable et durable afin d'accompagner nos 1,6 million de clients, 200 000 sociétaires ainsi que l'ensemble de nos collaborateurs. nous appartenons au groupe bpce - 2ème groupe bancaire français. et vous, si vous rejoigniez la bred banque populaire ? forte de ses 7500 collaborateurs, dont 40 % sont basés en outre-mer et à l'international, la bred banque populaire vous propose un cadre professionnel épanouissant et des perspectives de carrière diversifiées, à l'échelle internationale. que vous soyez expert ou manager, vous intégrez une banque à taille humaine qui encourage la responsabilisation et la prise d'initiative et qui accorde une place importante au développement et à l'accompagnement de ses collaborateurs.poste et missionspourquoi rejoindre la filière it de la bred banque populaire ? au sein de la direction data vous rejoignez, en qualité de business analyst, la ligne produit risque, finance et rse en charge notamment du datamart pilotage financier du métier contrôle de gestion. vous collaborerez étroitement avec le chef de produit si pour analyser les besoins fonctionnels et proposer des solutions qui s'inscrivent dans la continuité de l'existant tout en répondant aux besoins opérationnels. vous traduisez les besoins en spécifications fonctionnelles et techniques, pilotez les évolutions et coordonnez leur mise en œuvre avec les équipes de développement et de production. vous garantissez la qualité des livrables (test, cohérence des données, traçabilité) et accompagnez le changement auprès des parties prenantes, en veillant à la conformité et à la performance opérationnelle. vous aurez pour principales missions : cadrer et prioriser les demandes avec le métier contrôle de gestion animer des ateliers métier, comprendre les besoins métier, les challenger identifier les données nécessaires à la réalisation de ces besoins, en consolidant l'ensemble des besoins modéliser les données de manière à répondre aux besoins des utilisateurs rédiger les users stories et la conception technique nécessaire à la mise en œuvre par les développeurs mettre à jour les dictionnaires de données (description, traçabilité, règles de gestion métier) définir et exécuter la stratégie de tests (unitaires fonctionnels, intégration, non-régression) ; préparer les jeux de données et valider les résultats garantir la fiabilité et la cohérence des données : veiller à la qualité des bases de données et au respect des règles de gestion assurer une communication claire et proactive avec les parties prenantes, facilitant une compréhension commune des objectifs et des résultats attendus profil et compétences requisesvous êtes la candidate ou le candidat idéal(e) si : compétences fonctionnelles dans le domaine comptable bancaire et ou contrôle de gestion. expérience confirmée en banque si finance (3-5+ ans). maîtrises techniques: forte expérience data attendue bases de données décisionnelles et sql avancée, modélisation de données outils projet : jira/confluence pratiques agile/itératives chacun à sa place à la bred banque populaire, nos postes sont ouverts à toute personne en situation de handicap.informations complémentaires sur le postenous rejoindre ? c'est bénéficier des avantages liés à notre politique rh : un suivi de carrière personnalisé en lien avec votre manager et votre responsable rh un dispositif de formations innovant : ecole du management bred, des parcours individualisés ainsi que des plateformes d'autoformation. un package social attractif : accord d'intéressement / participation attractif, basé sur la volonté de partage des résultats avec nos salariés accord télétravail, 1 à 2 jours par semaine accord sur la qualité de vie et des conditions de travail autres avantages : congés, rtt, compte epargne temps, pee/perco, mutuelle, prévoyance, retraite supplémentaire, surcomplémentaire santé, primes de crèche et de scolarité, cse (subventions activités culture et loisirs.)",france_travail,france_travail_0478009,business analyst data finance f/h h/f | non renseigné | 75 - paris,sql,60
0477686,data analyst (f/h) h/f,non renseigné,75 - paris,"description de l'entreprisebpce si est une entreprise informatique du groupe bpce. avec ses 19 implantations en régions, bpce si intervient au plus près des établissements bancaires.&lt;br /&gt;chaque jour, plus de 2600 collaborateurs imaginent, inventent, testent des solutions innovantes pour faciliter la vie des utilisateurs des caisses d'epargne, des banques populaires et de plusieurs filiales et établissements bancaires comme le crédit coopératif et la socfim.&lt;br /&gt;a travers l'utilisation de nos solutions bancaires, nous sommes présents dans le quotidien de près de 1 français sur 2 !&lt;br /&gt;plus de 80 métiers sont présents au sein de bpce si et plus de 50 technologies et langages de développements sont utilisées dans nos solutions bancaires !&lt;br /&gt;entreprise humaine et engagée, notre politique de responsabilité sociale de l'entreprise porte des sujets clés comme la mixité, la diversité, le handicap, la qualité de vie au travail et le développement durable.&lt;br /&gt;nous attachons une attention particulière à la réussite de chacun(e). nos équipes sont accompagnées tout au long de leur parcours et évoluent dans un environnement de travail stimulant pour exprimer leurs talents.&lt;br /&gt;alors, pour booster votre carrière et profiter de la diversité des terrains de jeux que propose bpce solutions informatiques et le groupe bpce, rejoignez-nous !poste et missionsau sein de la plateforme it du métier assurances non-vie, vous intégrerez l'équipe solution data mnv en tant data analyst sur le périmètre des applications en lien avec la conformité rgpd. à ce titre, vos principales missions consisteront à assurer la maintenance évolutive et corrective des outils mis en place, ainsi qu'à effectuer la collecte, l'analyse et la visualisation des données en conformité avec les exigences de protection des données personnelles. responsabilités principales : assurer la conformité des processus de collecte, de stockage et d'analyse des données avec les principes du rgpd ; analyser les données pour identifier les éventuelles failles de sécurité ou les risques pour la protection des données personnelles ; développer et maintenir des rapports et des tableaux de bord pour surveiller et présenter les indicateurs de conformité au rgpd ; collaborer avec les équipes conformité pour s'assurer que les pratiques d'analyse de données respectent les réglementations en vigueur ; participer à la mise en place de mesures de sécurité et de gouvernance des données pour garantir la protection des données personnelles. vous aurez également en charge de : collaborer avec les référents métier pour recueillir leurs besoins ; rédiger des spécifications techniques et fonctionnelles ; collaborer avec les référents applicatifs pour établir les mapping liés aux besoins métier ; collaborer avec les intervenants it (infrasctructure, dba) ; participer aux phases de modélisation (modélisation relationnelle / bi) ; assurer la conception et le développement des flux d'intégration du dwh et des datamart métier ; mise en place des stratégies de tests unitaires et fonctionnelles ; la mise en place des normes de développements et les bonnes pratiques (modèles de traitements, .) ; mise en place des documents de référence. profil et compétences requisesde formation supérieure en informatique avec une spécialisation en data, vous disposez d'au moins 4 ans d'expérience en tant que data analyst et/ou idéalement avec un background en que data engineer. vous maîtrisez : les principes et enjeux de la rgpd ainsi que de protection des données personnelles ; des outils d'analyse de données et de visualisation tels que sql, power bi, l'etl de talend ; les exigences en matière de sécurité des données et des pratiques de gouvernance des données ; la construction de rapport sur la conformité de manière visuelle. vous êtes : reconnu pour votre sens de la communication ; doté d'un bon relationnel et d'une bonne capacité de travailler en équipe ; curieux, rigoureux et organisé. vous maîtrisez l'anglais avec un niveau b2.&lt;br /&gt;dites-nous que vous êtes intéressé en répondant à cette annonce.informations complémentaires sur le postenotre process notre processus de recrutement se déroule en 3 phases : un échange téléphonique avec nos équipes rh afin de comprendre votre projet professionnel un échange en visio ou sur site avec nos équipes rh pour faire plus ample connaissance et présenter nos projets un échange en visio ou sur site avec le/la futur/e manager et éventuellement votre future équipe nos avantages ? ?bpce si, c'est un cadre de travail agréable avec un accompagnement de proximité, des formations, de multiples évolutions possibles au sein du groupe. ? un package de rémunération attrayant comprenant une part variable sur objectif individuel et une prime d'intéressement. ? 70 % de prise en charge des fra",france_travail,france_travail_0477686,data analyst (f/h) h/f | non renseigné | 75 - paris,"sql, power bi, etl",60
205ZJQR,data scientist (h/f),littlebigcode,75 - paris 17,"rejoins littlebigcode en tant que data scientist ! chez littlebigcode, notre mission est simple : transformer les données en valeur pour nos clients. nous accompagnons des entreprises ambitieuses dans leurs projets data & ia, en concevant et déployant des solutions innovantes qui font la différence. ton rôle chez nous en tant que data scientist, tu seras amené(e) à : accompagner nos clients dans la mise en œuvre de solutions autour de la gestion et de la transformation de leurs données. concevoir, élaborer et déployer des modèles d'apprentissage automatique avancés et des algorithmes (llm, nlp, langchain, rag, etc.). appliquer les bonnes pratiques de mlops pour assurer la mise en production et le suivi des modèles. exploiter les capacités de l'ia générative pour développer des solutions innovantes, principalement en python. réaliser des analyses approfondies pour extraire des insights pertinents et orienter la prise de décision. participer aux phases avant-vente en apportant ton expertise. concevoir, développer et déployer des poc et modèles génératifs. assurer une veille technologique continue pour identifier et proposer des solutions innovantes. profil recherché tu es diplômé(e) d'un bac+5 en data science ou machine learning. tu as une première expérience réussie en tant que data scientist, idéalement sur des sujets liés à l'ia générative. tu as déjà travaillé sur le développement et le déploiement de modèles en environnement de production. tu maîtrises les technologies gen ai et llm, avec une bonne compréhension des architectures rag. tu as des bases en machine learning (clustering, classification, régression, détection d'anomalies, optimisation, deep learning appliqué au nlp et à la vision). tu es à l'aise en français et en anglais, à l'écrit comme à l'oral. bonus : tu as une sensibilité devops/mlops ! le process de recrutement un premier échange visio avec l'équipe recrutement. un entretien technique. un entretien final avec notre managing director.",france_travail,france_travail_205ZJQR,data scientist (h/f) | littlebigcode | 75 - paris 17,"python, machine learning, nlp",60
0498820,data engineer - expert snowflake & dbt (h/f/nb),non renseigné,92 - puteaux,"fondée en 2005, trimane est un cabinet de conseil et une société de services spécialisée en data intelligence (data & ia). notre mission : créer de la valeur à partir des données disponibles dans les entreprises, en s'appuyant sur des approches algorithmiques innovantes, des méthodologies éprouvées et de nombreuses technologies de pointe. en tant que spécialiste data, nous sommes reconnus pour le très haut niveau d'expertise de nos consultants et de notre retour d'expérience en la matière. nous accompagnons nos clients du secteur public ou privé sur des prestations de conseil : moa et moe, autour du traitement et l'analyse des data, quel que soit l'environnement technique : bi, big data, cloud, machine learning, deep learning, nlp, ou encore sur les aspects méthodologiques : gestion de projet, agile, dataops, stratégie data gouvernance et l'organisation data driven. rejoindre trimane, c'est construire ensemble une relation durable, de confiance et évoluer dans un environnement stimulant à taille humaine où votre carrière est au cœur de nos priorités, c'est pourquoi nous offrons à nos collaborateurs : - un accompagnement de carrière personnalisé grâce à trois référents : technique, rh et commercial. - un accès illimité à nos plateformes de formation et certifications, ainsi que des sessions internes sur la bi, le big data, l'ia, le cloud, la blockchain et le développement web. - des ateliers de veille technologique pour rester à la pointe des innovations. - un cadre convivial avec des afterworks, escape games et activités organisées par notre cse. - l'opportunité de contribuer à l'aventure capital b / the blockchain group, un écosystème d'entrepreneurs réunissant des expertises complémentaires (digital, blockchain, data) et des projets ambitieux. le poste : vous souhaitez rejoindre une société à taille humaine où l'innovation et la confiance sont au cœur de la culture ? trimane recherche un(e) data engineer - expert(e) snowflake & dbt (h/f/nb) pour renforcer ses équipes projet. votre rôle : en tant que data engineer - expert(e) snowflake & dbt, vous serez au cœur de la conception, de la mise en œuvre et de l'optimisation de nos pipelines de données dans un environnement moderne basé sur snowflake, dbt, qliksense, et aws, tout en mettant en place des pratiques de ci/cd pour assurer des livraisons robustes et continues. en collaboration avec les équipes data science, business intelligence et it, vous jouerez un rôle clé dans le traitement, la transformation et la visualisation des données, pour permettre des décisions basées sur des insights fiables. ce que vous ferez : conception et maintien des pipelines de données : - développement et optimisation des pipelines etl/elt sur snowflake en utilisant dbt pour les transformations. - automatisation de flux de données avec des outils de workflow (ex. airflow). modélisation et transformation des données : - conception de modèles de données robustes, scalables et orientés business. - recommandation pour assurer la qualité des données et le suivi de leur conformité (data quality & governance). développement de dashboards et visualisations : - création de visualisations avancées avec qliksense en collaboration avec les équipes métier. intégration avec aws : - configuration et maintien des services aws (s3, lambda, glue, redshift, etc.) pour répondre aux besoins en data engineering. - gestion des ressources cloud et optimisation des coûts. mise en place de pratiques ci/cd : - construction et automatisation des déploiements via des outils de ci/cd (ex. jenkins, gitlab ci/cd, github actions). - assurer une livraison continue des modèles dbt et des pipelines snowflake. support et veille technologique : - assurer le suivi des incidents, le monitoring et le support des pipelines de production. - réaliser une veille technologique pour identifier de nouvelles opportunités et améliorer les processus existants. profil recherché : diplômé(e) d'une école d'ingénieur avec une spécialisation en informatique, mathématiques, data ou dans un domaine technique similaire, vous souhaitez relever des défis ambitieux - ce poste est fait pour vous ! ce que nous recherchons : base de données & transformation des données : - expertise reconnue sur snowflake (architecture, optimisation, sécurisation). - expérience avancée avec dbt (modélisation, macros, testing). visualisation de données : - connaissance approfondie de qlik sense pour la création de tableaux de bord. cloud computing : - maîtrise des services aws liés à la data (s3, lambda, glue, athena, redshift). - compréhension des architectures serverless et distribuées. ci/cd et outils de versionnement : - familiarité avec les outils ci/cd (git, jenkins, gitlab ci, etc.). - expérience avec les workflows de déploiement dans des environnements data. - certifications : snowflake ou aws. programmation et scripting : - maîtrise avancée de python et/ou sql. - connaissance des frameworks d'orchestration de donnée...",france_travail,france_travail_0498820,data engineer - expert snowflake & dbt (h/f/nb) | non renseigné | 92 - puteaux,"python, sql, airflow, etl, machine learning, nlp",60
