job_id,title,company,location,postal_code,contract_type,contract_type_label,experience_level,publication_date,update_date,description,source_url,source,department_code,city,experience_level_standardized
0827311,Data Engineer Confirmé (Cloud Snowflake) F/H h/f,Non renseigné,31 - Toulouse,31000,CDI,CDI,Expérience exigée,2026-03-27 10:21:09+00:00,2026-03-27 10:21:09+00:00,"Rejoignez VISEO et vivez une aventure humaine, collective et stimulante !Chez VISEO, nous plaçons l'Humain, le Collectif et le Challenge au cœur de notre ADN. Et si votre prochaine aventure professionnelle commençait ici ?Qui êtes-vous ?Si pour vous, être Data Engineer Cloud Snowflake Confirmé F/H, c'est :Rejoindre une communauté d'experts passionnés par la data et les écosystèmes cloud modernes ;Concevoir, construire et orchestrer des pipelines de données scalables, performants et sécurisés dans un environnement Snowflake ;Maîtriser l'écosystème Snowflake (Warehouses, Streams, Tasks, Snowpipe, Data Sharing) et ses intégrations avec les principaux services cloud (Azure, GCP) ;Industrialiser les flux de données en appliquant les meilleures pratiques de DataOps (CI/CD, monitoring, automatisation) ;Optimiser les performances et les coûts des environnements Snowflake pour garantir robustesse et efficacité ;Être à l'aise avec les technologies de traitement et d'orchestration (Airflow, DBT, Spark, Python) ;Collaborer étroitement avec les équipes BI, Data Science et métiers pour transformer les données en insights à forte valeur ajoutée....Alors, vous êtes le talent que nous recherchons !Si vous disposez d'une expérience significative en ingénierie des données, d'une expertise reconnue sur Snowflake , et que vous souhaitez prendre part à des projets data d'envergure, c'est le moment idéal pour nous rejoindre.Ce que nous allons faire ensemble ?Découvrez comment votre quotidien sera transformé en rejoignant nos équipes Data.Vous pourrez :Accompagner et conseiller nos clients dans la mise en place de Modern Data Platforms basées sur Snowflake (études d'architecture, cadrage, bonnes pratiques, FinOps) ;Concevoir des architectures Data Cloud hybrides exploitant pleinement les capacités de Snowflake et son intégration multi-cloud ;Conduire des projets de migration vers Snowflake ou de modernisation de plateformes existantes ;Assurer la qualité, la sécurité et la gouvernance des environnements data (optimisation des performances, gestion des rôles, contrôle des accès) ;Former et accompagner les équipes clients dans la prise en main des outils et des usages Snowflake ;Effectuer une veille technologique continue sur les innovations Snowflake et les tendances data cloud du marché ;Partager votre expertise et apprendre continuellement au sein d'un collectif d'ingénieurs et d'architectes animé par l'excellence technique et l'innovation.Ce que nous avons à vous offrir?Desformations, des certificationset un système de mentoring ;Unenvironnement stimulant, souple et agile pour des parcours sans limite ;Un engagement fortpour l'environnement, la société, l'égalité et l'inclusion : la plateforme Vendredi, atelier fresque du climat, Café Joyeux, l'institut Imagine, Yumaincap...Une organisationflexiblepour un bon équilibre vie pro / vie perso.Ce qui nous différencie ?Unecommunauté active de passionnés : des talks toutes les semaines, la participation à des évènements techniques (ateliers, rencontres d'experts, Tech An Hour, BBL, Rex, Sponsoring.) ;Desdispositifs collectifs d'épargne salariale (PEE et PERECO)et la possibilité de deveniractionnaire VISEO;Envie de nous rejoindre ?Contactez-nous et rejoignez le #VISEOspiritAvec 3000 collaborateurs intervenant sur 5 continents, VISEO concilie agilité et complémentarité de ses savoir-faire pour faire du numérique un réel levier de compétitivité et de performance.Conformément aux valeurs de VISEO, nous promouvons l'égalité professionnelle entre les femmes et les hommes et mettons en place des mesures effectives pour favoriser l'équité et prévenir toute discrimination.Notre organisation accueille les candidatures de personnes en situation de handicap et propose les aménagements nécessaires pour garantir l'égalité des chances.#PositiveDigitalMakers",https://candidat.francetravail.fr/offres/recherche/detail/0827311,France Travail,31,Toulouse,Expérience requise
0812528,Data Engineer confirmé(e) - Assurance - Lille (H/F),Non renseigné,59 - Villeneuve-D'Ascq,59491,CDI,CDI,Débutant accepté,2026-03-27 04:07:29+00:00,2026-04-01 06:59:33+00:00,"Au sein de notre agence, vous êtes pleinement impliqué(e) dans toutes les phases de nos projets pour le compte de grands clients de l'assurance contribuant ainsi à leur succès.Vous avez l'occasion de développer vos compétences techniques et fonctionnelles de manière approfondie, tout en travaillant sur des projets exigeants et passionnants pour le compte de grands clients du secteur bancaire.C'est tentant non ? Alors embarquez pour une nouvelle aventure professionnelle !Vos missions&#xa0;:Rattaché(e) à la division&#xa0; Assurance, vous évoluez dans un environnement challengeant et convivial, entouré(e) de passionnés dotés d'expertises dans leurs domaines.En tant que Data Engineer, vous évoluez sur des projets IT à forte valeur ajoutée et avez pour rôle la mise en place de pipelines de données fiables, sécurisés et à l'échelle pour soutenir la mise à disposition des données aux cas d'usage métier qui en ont besoin. Vos activités principales sont les suivantes :Vous travaillez avec le client pour évaluer, concevoir, déployer, améliorer et maintenir les pipelines de données&#xa0;Vous vous assurez que les pipelines de données créés sont résilients, sécurisés et accessibles&#xa0;Vous définissez le modèle opérationnel pour monitorer et supporter les pipelines de données&#xa0;Vous fournissez une expertise à nos clients sur leurs données pour assurer leur optimisation et leur sécurité par rapport à leurs besoins&#xa0;Vous apportez un savoir en gestion de la qualité et la gouvernance de la donnée pour assurer le suivi de la conformité à la gouvernance de la donnée&#xa0;Vous faites de la veille technologique dans le domaine afin d'enrichir les roadmaps technologiques et fournir des solutions modernes à nos clients.",https://candidat.francetravail.fr/offres/recherche/detail/0812528,France Travail,59,Villeneuve-D'Ascq,Junior
0811139,Data Engineer Spark / Databricks H/F,Non renseigné,44 - Nantes,44000,MIS,Intérim - 1 Mois,Débutant accepté,2026-03-27 03:35:47+00:00,2026-04-01 05:54:50+00:00,"? Vos missions :&#xa0;Collaborer avec le métier pour concevoir des transformations data pertinentes pour le business,Industrialiser et gérer des pipelines de traitement de données en production,Contribuer à l'implémentation d'évolutions des plateformes data de nos clients,Accompagnement du métier dans le cadrage et le delivery de leurs cas d'usage dataÊtre force de proposition auprès du client dans l'évolution de sa plateforme dataParticipation éventuelle à des avant-ventes afin d'aider à la conception de solutions techniques pour nos futurs clients",https://candidat.francetravail.fr/offres/recherche/detail/0811139,France Travail,44,Nantes,Junior
0794101,Data Engineer F/H,Non renseigné,13 - Aix-En-Provence,13080,CDI,CDI,2 An(s),2026-03-26 14:38:03+00:00,2026-03-26 14:38:03+00:00,"En tant que Data Analyst, Vous serez un acteur clé dans la valorisation des données pour guider les décisions stratégiques des équipes métiers. Vous recueillerez les besoins, réaliserez des analyses poussées et restituerez les résultats via des dashboards clairs et adaptés, contribuant à la transformation agile des processus. Vos missions : - Recueillir et challenger les besoins des équipes métiers afin de définir les problématiques analytiques - Réaliser des analyses complexes en SQL et Python pour identifier tendances, corrélations et opportunités business Construire et animer des dashboards dynamiques adaptés aux différents publics (opérationnels, top management) - Assurer la qualité et la fiabilité des données et des analyses produites - Participer à la veille technologique pour tester de nouveaux outils et méthodes data - Promouvoir des pratiques data responsables et écoresponsables De formation Bac +5 (école d'ingénieur, statistique, data science ou équivalent universitaire), vous justifiez d'une expérience de 4 à 5 ans minimum sur des postes similaires (Data Analyst, Analytics Engineer, Business Intelligence Analyst). Vous maîtrisez l'un des environnements suivants : - SQL (BigQuery, MySQL, PostgreSQL), - Fivetran, Airbyte, Kafka, Talend - Amazon S3, Azure Data Lake (ADLS), Google Cloud Platform (BigQuery) - ETL (dbt, Spark, Databricks, Snowflake) - Python (Pandas, NumPy, Jupyter) - Outils de data visualisation (Looker Studio, Tableau, Power BI) - Connaissance des bonnes pratiques de gestion et qualité des données",https://candidat.francetravail.fr/offres/recherche/detail/0794101,France Travail,13,Aix-En-Provence,Junior
0770443,Data Engineer F/H,Non renseigné,35 - Rennes,35000,CDI,CDI,Expérience exigée,2026-03-26 07:02:52+00:00,2026-03-26 07:02:52+00:00,"Data engineer F/H Keolis, leader mondial de la mobilité partagée, facilite le quotidien de millions de voyageurs. Nous proposons des solutions de transport en commun sûres, performantes et durables qui renforcent l'attractivité des territoires. En 2024, le Groupe a réalisé un chiffre d'affaires de 7,7 milliards d'euros. Présent dans 13 pays, nous sommes convaincus que nos 70 000 collaborateurs sont la clé de notre succès. Contexte Dans le cadre de l'évolution du système d'information de Keolis Rennes Métropole, l'équipe Data & Flux se renforce pour accompagner les besoins opérationnels des métiers. Vous intervenez sur l'intégration, la transformation et la mise à disposition des données , en lien étroit avec les équipes IT et métiers. Le poste s'inscrit dans un environnement collaboratif, avec des enjeux forts de fiabilité, de qualité des données et d'industrialisation des flux. Mission Vous serez en charge de : Construire, industrialiser et maintenir l'intégration des données a) dans Fabric depuis une architecture Data hybride (on-premise et cloud Azure) et b) dans Talend pour l'env. on-prem. Travailler sur des architectures médaillons (Bronze / Silver / Gold). Développer et optimiser des traitements de données avancés avec une forte sensibilité à la qualité des données. Aider à la conception, réalisation et maintenance des modèles analytiques pour Power BI (modèles en étoile). Participer à l'architecture, aux bonnes pratiques et à la gouvernance Fabric. Collaborer avec IT, Métier et BI pour cadrer les besoins et proposer des solutions fiables. Rôle de référent Fabric : accompagnement, pédagogie, partage de bonnes pratiques. Profil Vous justifiez d'une première expérience réussie en data engineering, vous intervenez sur la conception, le développement et la maintenance de flux de données et de traitements analytiques, avec une attention particulière portée à la qualité, la fiabilité et la performance des données.Vous maîtrisez les fondamentaux de l'ingénierie data : intégration de données, architectures analytiques (notamment médaillon), modélisation dimensionnelle et exploitation des données à des fins de reporting. Une connaissance opérationnelle des environnements Microsoft Azure Data (Data Factory, ADLS, Azure SQL Database) et de Power BI (modèles sémantiques, rapports) constitue un réel atout, tout comme la détention de certifications telles que DP-600, DP-700 ou PL-300. Sur le plan humain, vous êtes reconnu(e) pour votre excellente communication, votre capacité à échanger aussi bien avec des profils techniques que métiers, et à structurer et challenger les besoins pour proposer des solutions pertinentes. Pédagogue et orienté(e) service, vous savez vulgariser vos sujets, accompagner les utilisateurs et transmettre vos bonnes pratiques. Rigueur, autonomie et sens de la qualité complètent votre profil et vous permettent de travailler efficacement dans un environnement collaboratif et exigeant. Maîtrise des services Microsoft Fabric principaux : Lakehouse, Warehouse, Notebooks, OneLake, Dataflows Gen2, Pipelines, Power BI Langages : SQL, PySpark Modélisation dimensionnelle (modèles en étoile) Maîtrise des architectures médaillons (Bronze/Silver/Gold) et de leurs déclinaisons opérationnelles Ce que nous avons à offrir : Date de contrat : CDI dès que possible Rémunération : A définir selon profil, grille d'ancienneté avec % versée dès 6 mois, puis à 1 an, puis à 3 ans... Avantages : titres restaurants de 12,10 € (dont 7,26€ pris en charge par l'entreprise), carte mobilité durable, abonnement carte Korrigo, Mutuelle d'entreprise Keolis, CSE, Pourquoi nous rejoindre ? En intégrant le Groupe Keolis vous rejoignez un groupe engagé pour le développement de ses collaborateurs et pour les enjeux sociétaux et environnementaux à travers : Une ambition de devenir leader de la mobilité bas carbone et d'améliorer ses performances environnementales (prévention des pollutions ; optimisation de la consommation d'énergie...) Des politiques fortes en termes de diversité et de non-discrimination (labelisé GEEIS depuis 2016 et signataire de la charte diversité) Information complémentaire : Si votre poste est en lien direct avec la sécurité des personnes et des biens vous serez susceptible de faire l'objet d'une enquête administrative. Décret n2017-757 du 3 mai 2017 et n2022-770 du 2 mai 2022. Chez Keolis, nous avançons ensemble pour faire avancer le monde. Rejoignez Keolis! #C'estNotreFaçondAvancer",https://candidat.francetravail.fr/offres/recherche/detail/0770443,France Travail,35,Rennes,Expérience requise
0752598,Data Engineer H/F,JEMS,Suisse,Non renseigné,CDI,CDI,Expérience exigée,2026-03-26 03:31:33+00:00,2026-03-26 03:31:33+00:00,"RESPONSABILITÉS : Nous recherchons un(e) data engineer capable de trouver des solutions innovantes et robustes à l'ensemble des problématiques Data. Vous aurez la charge de : • Participer à la conception et réalisation d'une solution Data depuis l'acquisition jusqu'à l'exploitation de la donnée en accompagnant la réflexion des directions métiers • Identifier, collecter et intégrer les données nécessaires à la résolution de problématiques métier et opérationnelles • Garantir la qualité des données en mettant en place les outils de mesure et de suivi adéquats en appliquant les règles de Data Gouvernance et de Data Management • Transcrire des besoins métier en règles de gestion data • Industrialiser le déploiement de vos réalisations à travers l'implémentation de tests unitaires, d'intégration et de non-régression PROFIL RECHERCHÉ : En tant que Data Engineer vous maîtrisez : • Le langage SQL • Un langage objet (Python, JAVA, Scala) • Un framework de calcul distribué • L'intégration continue (Git, JUnit, SonarQube, Jenkins) • Un cloud provider (AWS, GCP, Azure) ou une distribution Big Data (Hortonworks, Cloudera, Datastax) • Les concepts de la modélisation relationnelle et non-relationnelle Diplômé(e) d'une école d'ingénieur ou d'une université, vous justifiez d'au minimum 3 ans d'expérience professionnelle dans un contexte projet Data. Rigoureux(se), proactif(ve) et autonome vous restez en veille technologique et êtes force de proposition. Vous êtes capable de prendre de la hauteur et vous adapter aux enjeux du projet.",https://candidat.francetravail.fr/offres/recherche/detail/0752598,France Travail,,Suisse,Expérience requise
0725613,"Data Scientists, IA Engineer, Pilote IA (H/F)",Non renseigné,93 - Saint-Denis,93380,LIB,Profession libérale,9 An(s),2026-03-25 11:44:56+00:00,2026-03-25 11:44:56+00:00,"Soors est une société spécialisée dans le recrutement et le placement de talents dans le domaine de l'IT et des nouvelles technologies. Nous accompagnons nos clients dans la recherche de profils qualifiés pour répondre à leurs besoins en compétences techniques et stratégiques. Le poste : Nous recherchons des Data Scientists, IA Engineer et Pilote IA pour rejoindre notre équipe. Vous interviendrez dans le cadre de projets innovants au sein du Centre de Compétences IA. Missions: - Pilotage : schémas directeurs, roadmaps, expressions de besoin, reporting & KPI consolidés, plans de remédiation risques, contenus d'acculturation. - Data/AI Scientist : notebooks/pipelines, PoC/PoV, datasets & métriques d'évaluation, rapports de performances, supports de valorisation, veille. - AI Engineer (DevOps IA) : architectures détaillées, micro-services & workflows IA, tools/agents, chaînes CI/CD, scripts d'infra, dossiers d'industrialisation & MCO. Environnement technique : - Technologies : Azure AI Foundry, AWS Bedrock, GCP, Python, pandas, scikit-learn, TensorFlow, PyTorch, LangChain, HuggingFace, Docling, PymuPDF4LLM, asyncio. - Bases de données : SQL, NoSQL, vectorielles (ChromaDB, PGVector). - Outils : Docker, Kubernetes, CI/CD, MLOps, GenAIOps. Modalités : - Localisation : Saint Denis - Télétravail : possible Profil recherché : Nous recherchons des professionnels ayant au moins 7 ans d'expérience dans le domaine de l'IA et des data sciences. Expérience : - Minimum 7 ans d'expérience en Data Science ou IA. Compétences : - Maîtrise des technologies cloud IA (Azure AI Foundry, AWS Bedrock, GCP). - Compétences en Python, pandas, scikit-learn, TensorFlow, PyTorch. - Connaissance des bases de données SQL/NoSQL et vectorielles. - Expérience avec Docker, Kubernetes, CI/CD, MLOps. Soft skills : - Leadership transversal, pédagogie, diplomatie, sens du service et des résultats, rigueur, organisation, esprit d'analyse et de synthèse, proactivité, innovation.",https://candidat.francetravail.fr/offres/recherche/detail/0725613,France Travail,93,Saint-Denis,9 An(S)
0724861,"Data Scientists, IA Engineer, Pilote IA (H/F)",Non renseigné,93 - Saint-Denis,93380,LIB,Profession libérale,9 An(s),2026-03-25 11:44:32+00:00,2026-03-25 11:44:32+00:00,"Soors est une entreprise spécialisée dans le recrutement et la prestation de services en informatique et nouvelles technologies. Nous accompagnons nos clients dans leurs projets de transformation digitale en fournissant des talents qualifiés. Nos valeurs reposent sur l'innovation, l'excellence et la satisfaction client. Le poste : Nous recherchons des Data Scientists, IA Engineers et Pilotes IA pour rejoindre notre Centre de Compétences IA. Poste et missions : - Pilotage de schémas directeurs et roadmaps - Cadrage et expression de besoins - Reporting et consolidation des KPI - Création de notebooks et pipelines - Réalisation de PoC et PoV - Gestion des datasets et métriques d'évaluation - Développement d'architectures détaillées et de micro-services IA Responsabilités : - Accompagnement des directions métiers - Industrialisation et MCO - Mise à jour et suivi des plans de réversibilité Environnement : - Technologies : Azure AI Foundry, AWS Bedrock, GCP, Python, pandas, scikit-learn, TensorFlow, PyTorch, LangChain, HuggingFace - Ops : Docker, Kubernetes, CI/CD, MLOps/GenAIOps Modalités : - Localisation : Saint-Denis - Télétravail 2 jours par semaine Profil recherché : Nous recherchons des professionnels expérimentés pour intégrer notre équipe. Expérience : - Plus de 7 ans d'expérience dans le domaine de l'IA et du développement back-end Formation : - Bac+5 minimum en informatique, data science ou domaines connexes Compétences : - Maîtrise des technologies Cloud IA, langages et frameworks tels que Python, pandas, scikit-learn, TensorFlow, PyTorch - Compétences en Docker, Kubernetes, CI/CD - Solides connaissances en SQL/NoSQL Soft skills : - Leadership transversal - Pédagogie et diplomatie - Sens du service et des résultats - Rigueur et organisation",https://candidat.francetravail.fr/offres/recherche/detail/0724861,France Travail,93,Saint-Denis,9 An(S)
0723352,Data Engineer Confirmé (Cloud Azure) F/H h/f,Non renseigné,31 - Toulouse,31000,CDI,CDI,Expérience exigée,2026-03-25 10:52:21+00:00,2026-03-25 10:52:21+00:00,"RejoignezVISEOet explorez un univers de possibilités oùl'Humain, leCollectifet leChallengesont au cœur de notre ADN.Qui êtes-vous?Si pour vous êtreData Engineer Cloud Azure Confirmé F/H, c'est :Faire partie d'une communauté d'experts en ingénierie des données et en solutions cloud ;Concevoir, construire et maintenir des pipelines de données robustes et évolutifs sur Microsoft Azure ;Maîtriser les servicesAzuretels queAzure Data Factory, Azure Data Lake, Azure SQL Database, et Azure Synapse Analytics;Découvrir les nouveautés tel queMicrosoft FabricAppliquer les meilleures pratiques en matière de sécurité, de qualité des données et de gouvernance de l'information ;Être familiarisé avec les technologies de transformation de données à grande échelle (Spark, Azure Databricks);Collaborer étroitement avec les équipes BI et analytics pour transformer les données en insights précieux... ...Alors, vous êtes le talent que nous recherchons !&lt;br /&gt;Si vous avez une solide expérience en tant queData Engineer, une passion pour le cloudAzureet que vous êtes prêt à élargir vos compétences et à avancer dans votre carrière, c'est le moment parfait pour nous rejoindre.Ce que nous allons faire ensemble ?Découvrez comment votre quotidien sera transformé en rejoignant l'équipe Cloud Data Platform de notre agence de Toulouse, vous pourrez :Accompagner et conseiller le client dans son adoption desModern Data Platform dans Azure(Etude d'architecture, préparation des DAT, FinOps, DevOps);Concevoir des architecturesCloud Dataexploitant efficacement les services de données managésd'Azure;Conduire des projets de déploiement desModern Data Platform(Applications Cloud Native, Migration d'applications existantes) et participer à la mise en œuvre;Etablir desrelations de confianceavec les décisionnaires techniques et métiers afin de favoriserl'adoption du Cloud Microsoft Azureà long terme au sein de l'entreprise;Réaliser uneveille technologiquepermanente sur les tendances du marché et les perspectives concurrentielles;Partagervotre expertise et apprendre continuellement au sein d'une équipe animée par l'innovation.Ce que nous avons à vous offrir?Des formations, des certificationsAzureet un système de mentoring;Un environnementstimulant,soupleetagilepour des parcours sans limite;Unengagement fortpour l'environnement, la société, l'égalité et l'inclusion : la plateforme Vendredi, atelier fresque du climat, Café Joyeux, l'institut Imagine, Yumaincap...Une organisation flexible pour un bon équilibre vie pro / vie perso.Ce qui nous différencie ?Une communauté engagée d'experts endata et cloud Azure: des talks toutes les semaines, la participation à des évènements techniques (ateliers, rencontres d'experts, Tech An Hour, BBL, Rex, Sponsoring.);Desdispositifs collectifs d'épargne salariale (PEE et PERECO) et la possibilité de deveniractionnaireVISEO;Unpartenariat privilégié avec Microsoft(Gold Partner) vous donnant accès aux dernières innovations et technologies Azure.Envie de nous rejoindre ? Contactez nous et adoptez le #VISEOspirit.Avec 3000 collaborateurs intervenant sur 5 continents, VISEO concilie agilité et complémentarité de ses savoir-faire pour faire du numérique un réel levier de compétitivité et de performance.Conformément aux valeurs de VISEO, nous promouvons l'égalité professionnelle entre les femmes et les hommes et mettons en place des mesures effectives pour favoriser l'équité et prévenir toute discrimination.Notre organisation accueille les candidatures de personnes en situation de handicap et propose les aménagements nécessaires pour garantir l'égalité des chances.#PositiveDigitalMakers",https://candidat.francetravail.fr/offres/recherche/detail/0723352,France Travail,31,Toulouse,Expérience requise
0723276,Data Engineer Databricks F/H h/f,Non renseigné,49 - Angers,49000,CDI,CDI,Expérience exigée,2026-03-25 10:51:47+00:00,2026-03-25 10:51:47+00:00,"Data Engineer Databricks F/H &lt;br /&gt;Description de poste&lt;br /&gt;Big Data, Data Science, Data analyse, Data architecture, ... Ça n'a pas de secret pour vous ?&lt;br /&gt;Que vous commenciez votre carrière professionnelle ou que vous soyez spécialiste de l'une de ces disciplines, intégrer notre communauté Data, c'est l'assurance de progresser, innover, partager, vous certifier et rendre service à nos clients.&lt;br /&gt;Si vous souhaitez intégrer nos équipes à Angers et accompagner les plus grands acteurs de secteurs variés, cette annonce est susceptible de vous intéresser. Rejoindre notre communauté Data à Angers, c'est intégrer un collectif d'experts passionnés, partager les meilleures pratiques d'ingénierie, monter en compétences sur des environnements techniques variés et contribuer à des projets à fort impact pour nos clients grands comptes.&lt;br /&gt;Vous intervenez chez nos clients ou au sein de nos équipes projets pour concevoir, construire et faire évoluer des plateformes de données performantes et industrialisées. Acteur clé de la chaîne de valeur Data, vous participez à la mise en œuvre d'architectures fiables, scalables et orientées performance, dans des contextes souvent menés en méthodologie agile. &lt;br /&gt;Fonctions et responsabilités&lt;br /&gt;Dans le cadre de vos missions, vous serez amené(e) à :&lt;br /&gt;- Concevoir et développer des pipelines de données robustes et évolutifs&lt;br /&gt;- Mettre en œuvre des flux de données performants sur la plateforme Databricks&lt;br /&gt;- Participer aux projets de migration et de modernisation Data (ex : plateformes Hadoop, Cloudera, Iceberg vers Databricks)&lt;br /&gt;- Concevoir, maintenir et optimiser des traitements de données distribués&lt;br /&gt;- Contribuer à la définition et à l'évolution des architectures Data Cloud&lt;br /&gt;- Participer aux ateliers de conception et aux échanges avec les équipes métier&lt;br /&gt;- Proposer des solutions techniques adaptées aux enjeux clients&lt;br /&gt;- Appliquer les standards de qualité et de delivery CGI&lt;br /&gt;Environnement technique&lt;br /&gt;Vous interviendrez, selon les projets, sur tout ou partie des technologies suivantes :&lt;br /&gt;- Databricks&lt;br /&gt;- Apache Spark (PySpark, Spark SQL)&lt;br /&gt;- Environnements Cloud (Azure, AWS ou GCP selon les contextes)&lt;br /&gt;- Outils et plateformes Data existantes dans le cadre de projets de migration&lt;br /&gt;En nous rejoignant, vous bénéficiez notamment des avantages suivants :&lt;br /&gt;- Offre complète de formations : techniques, métiers, développement personnel&lt;br /&gt;- Qualité de vie au travail : jusqu'à 3 jours de télétravail par semaine, 27 jours de congés payés, RTT, congés ancienneté et enfant malade, programme santé &amp; bien-être&lt;br /&gt;- Avantages sociaux : régime d'achats d'actions, participation, PEE, Compte Epargne Temps&lt;br /&gt;Et bien d'autres encore ! &lt;br /&gt;Qualités requises pour réussir dans ce rôle&lt;br /&gt;De formation Bac +5 (école d'Ingénieurs/Commerce ou Université), vous avec une expérience d'au moins 3 ans en tant que Data Engineer, avec une expertise sur la plateforme Databricks.&lt;br /&gt;Vos compétences sont les suivantes :&lt;br /&gt;- Solide maîtrise des concepts de Data Engineering et de traitement distribué&lt;br /&gt;- Expérience sur Databricks et Spark&lt;br /&gt;- Connaissances des méthodes agiles&lt;br /&gt;Le poste requiert aussi :&lt;br /&gt;- Intérêt marqué pour les projets de modernisation et de transformation Data&lt;br /&gt;- Capacité à comprendre les enjeux fonctionnels et techniques des clients&lt;br /&gt;- Capacité à lire et rédiger de la documentation technique en anglais&lt;br /&gt;- Rigueur, autonomie et esprit d'équipe&lt;br /&gt;CGI est un employeur inclusif et attentif aux candidatures des personnes en situation de handicap, à l'évolution de carrières des hommes et des femmes et au bien-être de nos salariés LGBT+. Notre engagement en faveur de la diversité et de l'inclusion a été reconnu par l'obtention du label recrutement inclusif, décerné par Job in Live, acteur spécialisé dans le recrutement inclusif. Dans un souci d'accessibilité et de clarté, le point médian n'est pas utilisé dans cette annonce. Tous les termes employés se réfèrent aussi bien au genre féminin que masculin. &lt;br /&gt;Ensemble, en tant que propriétaires, mettons notre savoir-faire à l'œuvre.&lt;br /&gt;La vie chez CGI est ancrée dans l'actionnariat, le travail d'équipe, le respect et un sentiment d'appartenance. Chez nous, vous pourrez exploiter votre plein potentiel parce que. &lt;br /&gt;Nous vous invitons à devenir propriétaire dès le jour 1 alors que nous travaillons ensemble à faire de notre rêve une réalité. C'est pourquoi nous nous désignons comme associés de CGI, plutôt que comme employés. Nous tirons profit des retombées de notre succès collec",https://candidat.francetravail.fr/offres/recherche/detail/0723276,France Travail,49,Angers,Expérience requise
