job_id,title,company,location,postal_code,contract_type,contract_type_label,experience_level,publication_date,update_date,description,source_url,source,department_code,city,experience_level_standardized
205HSTT,Alternance - Assistant Analyste des données H/F (H/F),CEDEO - CLIM+ - CDL ELEC - DISPART - ENV,92 - Courbevoie,92400,CDD,CDD - 12 Mois,Débutant accepté,2026-03-12 10:19:48.401000+00:00,2026-03-12 10:19:48.970000+00:00,"Pourquoi a-t-on besoin de vous? Au sein de la filière showroom Envie de Salle de Bain, dans un environnement mêlant à la fois BtoC et BtoB et avec de fortes ambitions de développement, vous êtes rattaché(e) au responsable Data client. Vous travaillerez également en lien avec les différents services support de l'entreprise (DSI, contrôle de gestion, communication, digital, .) et les équipes en région. Vos missions seront les suivantes : Suivre et analyser la performance des showrooms Envie de Salle de Bain. Analyse en détail des ventes / des clients pour formuler des recommandations pour aider à la prise de décision sur des sujets stratégiques. Support aux animateurs régionaux dans le suivi de leurs opérations commerciales locales ou dans des analyses d'activité précises. Liste non exhaustive, évolutive en fonction du profil ! Ce poste est-il fait pour vous ? Étudiant(e) de niveau Bac+5, vous préparez un diplôme universitaire, d'école de commerce ou d'école d'ingénieur, avec une spécialisation en Data Analyst. Vous êtes reconnu(e) pour vos qualités relationnelles, de prise d'initiative, d'organisation, de rigueur, de créativité, de capacité d'analyse et de synthèse. Doté(e) d'un réel esprit d'équipe, vous êtes à l'écoute et avez le sens du service Vous avez une bonne maîtrise d'un outil de B.I, d'Excel, et de data visualisation.",https://candidat.francetravail.fr/offres/recherche/detail/205HSTT,France Travail,92,Courbevoie,Junior
205CRBD,DATA MANAGER (H/F),SCE DEPARTEMENTAL INCENDIE ET SECOURS,04 - Digne Les Bains,4000,CDI,CDI,Débutant accepté,2026-03-09 13:57:35.197000+00:00,2026-03-10 14:47:00.320000+00:00,"Un cadre de vie unique, une mission essentielle, un employeur engagé : devenez Data Manager au sein du service départemental d'incendie et de secours des Alpes de Haute-Provence (SDIS 04) ! Niché entre sommets alpins et douceur provençale, le SDIS 04 est un établissement public autonome qui concourt avec les autres acteurs concernés à la protection des biens et des personnes, à la lutte contre les autres accidents, sinistres et catastrophes, à l'évaluation et à la prévention des risques technologiques ou naturels ainsi qu'au secours d'urgence. Pour mener à bien ses missions,le SDIS 04 recrute un data manager, poste relevant du cadre d'emplois des techniciens territoriaux et affecté au sein du bureau administration des données opérationnelles du groupement planification et conduite opérationnelles. Missions générales du poste : Sous l'autorité du chef du bureau administration des données opérationnelles, l'agent devra : - Collecter, intégrer, organiser et valoriser les données issues des différents systèmes d'information du SDIS 04 ; - Participer à l'administration des flux automatisés permettant la circulation sécurisée et cohérente des données entre les bases internes (RH, techniques, logistiques, santé, opérationnelles, finances, SIG) et avec les partenaires institutionnels ; - Contribuer à la mise en place de rapports ; - Superviser le processus de gestion des bases de données métiers du SDIS 04, notamment en lien avec le projet NexSIS ; - Participer à la construction et au déploiement de l'outil NexSIS au CTA-CODIS et dans les centres d'incendie et de secours en lien avec le chef de projet NexSIS. Tâches principales : Intégration des flux de données : o Vérifier le bon fonctionnement des flux de données automatisés (API, ETL, webservices) ; o Garantir l'interopérabilité entre les systèmes internes et les solutions des partenaires ; o Assurer la cohérence, la fiabilité et la disponibilité des données. Analyse et valorisation : o Créer des rapports automatisés et intelligibles. Gestion et qualité des données : o Assurer le suivi de la qualité et le nettoyage des données ; o Contribuer à la gouvernance des données (partage, sécurité, confidentialité, contrôle de qualité) ; o Participer à la normalisation des référentiels de production des données. Appui et accompagnement : o Former et accompagner les utilisateurs internes à la production des données et aux outils de visualisation ; o Participer aux projets à mettre en œuvre dans le cadre du schéma directeur des systèmes d'information et de communication en lien avec la production de gestion de données. Tâches secondaires : - Participation au projet NexSIS - principale période 2026-2028 ; - Participation aux diverses réunions internes et externes au SDIS ; - Supervision des bases de données ; -Correction des dysfonctionnements liés aux bases.",https://candidat.francetravail.fr/offres/recherche/detail/205CRBD,France Travail,04,Digne Les Bains,Junior
203PJTF,Data Analyste Senior (H/F),TCS,33 - Bordeaux,33000,CDI,CDI,5 An(s),2026-02-04 09:24:11.181000+00:00,2026-03-30 14:38:58.795000+00:00,"Les missions du poste Nous recherchons un(e) Responsable adjoint service client en charge de l'analyse Qualité de nos clients dynamique pour rejoindre notre équipe, basé sur Chilly Mazarin (91) et Bordeaux (33) ! Si vous souhaitez jouer un rôle clé dans la prise de décision des équipes terrain, du service client et du service commercial et que vous avez une appétence dans le domaine transport et/ ou data, cette offre d'emploi est faite pour vous. Vos missions : - Manager une équipe de 4 Analystes qualité clients répartis sur nos 2 sites (Bordeaux et Chilly Mazarin) - Fiabiliser les données opérationnelles et les rendre exploitables pour le pilotage. - Fluidifier les processus et contribuer à la réduction des anomalies récurrentes. - Améliorer la montée en compétences des équipes grâce à des outils pédagogiques structurés. - Renforcer la qualité de service client à travers une meilleure maîtrise des opérations. - Contribuer à la performance globale du réseau transport et à l'amélioration continue. Le profil recherché - Compétences techniques - Maîtrise avancée d'Excel ou Google Sheets (TCD, formules avancées, automatisation simple). - Connaissance des outils de reporting (Power BI ou équivalent...). - Compréhension des flux transport et logistiques : scan, tracking, tournées, tri... - Capacité à analyser, modéliser et synthétiser des données complexes. - Compétence en rédaction de processus et documentation opérationnelle. - Compétences managériales - Compétences comportementales - Rigueur, sens du détail et forte fiabilité dans la production de données. - Capacités pédagogiques, goût pour la transmission des savoirs et l'accompagnement des équipes. - Esprit analytique, sens critique et orientation solution. - Capacité à travailler en transversal avec plusieurs services. - Organisation, autonomie et gestion des priorités dans un environnement dynamique. Déplacement à prévoir sur Chilly-Mazarin : 1 fois par mois minimum.",https://candidat.francetravail.fr/offres/recherche/detail/203PJTF,France Travail,33,Bordeaux,Senior
203LTPS,Master Data Analyste Industriel (H/F),LA CADETTE,75 - Paris 09,75009,CDI,CDI,2 An(s),2026-02-02 11:38:56.729000+00:00,2026-03-27 08:30:46.648000+00:00,Vos missions seront alors les suivantes : A. Garantir la conformité et la cohérence de la donnée SAP Mettre en place des processus et des templates clairs pour encadrer les demandes de création ou de modification de données. Assurer la cohérence des informations via des contrôles croisés pour éviter les erreurs de saisie. Vérifier l'intégralité des données dans l'ERP tout au long de la vie d'un produit. B. Coordonner le cycle de vie des produits S'assurer que les changements sont communiqués entre les différents services impactés. Animer la coordination entre les différents services lors des phases de création de données. C. Pérenniser le savoir-faire Assurer la maintenance et documenter les processus de gestion de données. Accompagner les équipes sur les bonnes pratiques de création et de mise à jour dans SAP. D. Analyse de données et interface IT Concevoir des KPIs et des tableaux de bord Power BI pour soutenir l'équipe Industrie dans son pilotage quotidien. Centraliser et formaliser toutes les demandes d'extractions de données venant du métier. Servir d'interface avec la DSI pour la création de requêtes spécifiques et l'accès aux sources de données.,https://candidat.francetravail.fr/offres/recherche/detail/203LTPS,France Travail,75,Paris 09,Junior
205WSGH,SPéCIALISTE TECHNIQUE MARKETING AUTOMATION (H/F),PROCH'EMPLOI SUD OISE,60 - Chantilly,60500,CDI,CDI,"3 An(s) - base de données, marketing",2026-03-24 09:45:34.048000+00:00,2026-03-24 09:45:34.048000+00:00,"La plateforme Proch'Emploi Sud Oise accompagne une entreprise spécialisée dans la gestion d'abonnements presse et magazine, dans le recrutement de son.sa futur.e salarié.e : Spécialiste Technique Marketing Automation (h/f) Au sein de l'équipe e-marketing, le/la Spécialiste Technique Marketing Automation intègre une équipe de 6 personnes et contribue au pilotage et à la fiabilisation des développements et flux de données nécessaires aux activités Marketing Automation et Data. Sous la supervision du Responsable Marketing Automation, il/elle assure le suivi opérationnel de 7 plateformes Marketing Automation (Selligent, .). Dans un environnement multi-métiers, il/elle travaille en étroite collaboration avec les équipes techniques du Groupe (développeurs CRM, BI, Web, Infra) ainsi qu'avec les équipes Relation Client, afin d'industrialiser les flux, sécuriser les usages et accélérer l'activation de la donnée dans les campagnes. Support technique et expertise SQL / flux -Être le/la référent(e) technique sur les sujets SQL Server, les procédures stockées et les flux de données : diagnostic, correction, optimisation, sécurisation, amélioration continue, documentation et accompagnement des équipes (TMA corrective et évolutive). -Développer, faire évoluer et corriger les flux de données (imports, exports, automatisations). -Créer des scripts dans le cadre des migrations, alimentations de bases ou transformations spécifiques. Recueil & cadrage des besoins -Recueillir, clarifier et formaliser les demandes internes/clients : besoin, sources, règles de gestion, contraintes, critères d'acceptation. -Communiquer la faisabilité : options techniques, contraintes, quick wins, estimations, alignement avec les objectifs métier. -Rédiger ou contribuer aux spécifications techniques. Planification & gestion de projets techniques -Planifier les tâches, gérer les échéances, dépendances et contraintes techniques/métier/ressources. -Réaliser macro-chiffrages et chiffrages détaillés. -Identifier les refontes à prévoir (performance, dette technique, fiabilité) et les intégrer dans une roadmap structurée (priorisation, risques, jalons). Maintenance & suivi opérationnel des plateformes -Assurer la maintenance et le suivi opérationnel des plateformes de Marketing Automation. -Participer activement au suivi de la production : identification d'anomalies, analyses de niveau 1 & 2, corrections, communication avec les équipes internes et les clients. -Garantir la continuité de service sur les environnements data & CRM. Modélisation & structuration des données -Concevoir et modéliser des structures de données adaptées aux besoins clients : cohérence des référentiels, règles de gestion, optimisation. -Mettre à disposition des datasets fiables, documentés, performants, prêts à l'analyse. Coordination & communication -Collaborer avec les équipes techniques du groupe (CRM, BI, Web, Infra) ainsi qu'avec les équipes e-marketing & Relation Client. -Assurer un reporting clair et régulier sur l'avancement, les incidents, et les actions correctives. -Communiquer avec les clients et les équipes pour assurer le suivi des incidents et des demandes. Votre profil : -Formation en Data Marketing, Data analyste. -Expérience de minimum 3 ans en gestion et exploitation de base de données, marketing automation et projets techniques. -Compréhension des problématiques CRM, des enjeux data (segmentation, consentement, qualité des données). -Maîtrise des langages SQL Server (requêtes, optimisation, procédures stockées). -Capacité à modéliser les données et à structurer des référentiels adaptés aux besoins. -Connaissance ou intérêt pour la Data Visualisation, avec une appétence pour développer des compétences transverses (qualité de données, industrialisation, performance SQL, activation CRM). -Idéalement connaissance du logiciel Selligent. -Connaissance dans le domaine de la Presse & Caritatif serait un plus. -Soft skills : Rigueur, esprit analytique, sens",https://candidat.francetravail.fr/offres/recherche/detail/205WSGH,France Travail,60,Chantilly,Confirmé
205VPNR,Analyste Stratégie et Opérations (H/F),BLUE FOXES,75 - Paris 10,75010,CDI,CDI,5 An(s),2026-03-23 13:25:19.591000+00:00,2026-03-31 09:47:45.932000+00:00,"Nous recherchons un analyste stratégique et opérationnel ( rattaché à notre bureau parisien). Vous jouerez un rôle central dans la gestion et l'optimisation de nos ressources, en contribuant à la fois au pilotage opérationnel et à la vision stratégique de Blue Foxes. Vous serez impliqué(e) dans la planification opérationnelle, mais aussi dans l'analyse et le suivi des performances, tout en apportant un soutien précieux aux prises de décisions stratégiques. Votre mission sera de transformer les données et observations en recommandations concrètes pour soutenir la croissance et l'efficacité de l'entreprise. - Pilotage opérationnel : Gérer la comptabilité de production et de post-production (allouer les montants et assurer le suivi des factures, payer certaines factures) Établir les budgets trimestriels de production Assurer un suivi précis des budgets de production et de post-production Établir et suivre les plannings de production de vidéos et des ressources (monteurs, social media managers, journalistes) allouées Optimiser l'allocation des ressources pour répondre aux besoins des équipes - Vision stratégique : Réaliser des analyses de marché et une veille concurrentielle régulières Produire des études ad hoc selon les besoins et priorités des équipes Participer à la définition des axes d'amélioration et d'innovation - Soutien à la direction : Fournir des rapports clairs et exploitables aux équipes dirigeantes Contribuer à la prise de décision grâce à des analyses chiffrées pertinentes Expérience et formation recherchées : - 1ère expérience dans le secteur de l'audiovisuel valorisée - Diplôme d'école de commerce, d'ingénieur ou équivalent - Bilingue français / anglais Compétences clés : - Excellente maîtrise des chiffres et esprit d'analyse développé - Rigueur et sens du détail - Maîtrise de la suite Google (en particulier Google Sheets et Google Slides) - Maîtrise d'outils d'analyse de données (Metabase, Looker, Tableau) valorisée - Intérêt pour le secteur des médias et de l'audiovisuel Qualités personnelles : - Curieux(se), proactif(ve) et force de proposition - Capacité à s'adapter à différents interlocuteurs - Sens de la confidentialité et de la discrétion - Autonomie et capacité à gérer plusieurs sujets en parallèle - Processus de recrutement Envoi de votre CV + lettre de motivation (on veut comprendre qui vous êtes et pourquoi vous voulez rejoindre l'aventure) Entretien téléphonique et Exercice pratique, puis Rencontre finale dans nos bureaux parisiens",https://candidat.francetravail.fr/offres/recherche/detail/205VPNR,France Travail,75,Paris 10,Senior
205PGTZ,Analyste Approvisionnement (H/F),RABONI,91 - Chilly-Mazarin,91380,CDI,CDI,Débutant accepté,2026-03-17 17:53:04.855000+00:00,2026-03-18 09:42:36.095000+00:00,"Le saviez-vous ? Raboni est un réseau de distribution de matériaux de construction dédié aux professionnels du bâtiment. L'enseigne compte 28 agences et 5 showrooms, principalement en Ile-de-France. Le Siège Social est basé à Boulogne Billancourt. RABONI appartient au groupe BME, un des leaders européens de la distribution de matériaux de construction. Raboni accompagne les professionnels du bâtiment sur tous leurs chantiers : Gros Œuvre, Plâtrerie Isolation, Couverture, Carrelage. Notre recherche ? Le Service Approvisionnement recherche son analyste approvisionnement (H/F). Notre futur analyste sera rattaché au Responsable Approvisionnement et fera partie intégrante de l'équipe. Vous serez principalement basé à Chilly Mazarin (91). Vos missions ? Slim4 est un outil de prévision de la demande et d'optimisation des stocks. Il automatise une grande partie des calculs d'approvisionnement : prévisions, stocks de sécurité, quantités optimales à commander, alertes de rupture ou de surstock. Dans ce contexte, l'analyste Appro est la personne qui explique, fiabilise et pilote ces calculs. Il est le ""cerveau data"" de l'équipe appro, il doit s'approprier l'outil et le piloter. En tant qu'analyste : - Vous accompagnez les approvisionneurs dans l'analyse des prévisions : vérifier la pertinence des prévisions Slim4, identifier les anomalies (promo, saisonnalité, rupture passée) - Vous analysez de la pertinence des paramétrage proposés par Slim4 : stock de sécurité, fréquence de commande, MOQ fournisseur, délai fournisseur - Vous avez un rôle dans l'amélioration continue : nettoyage des données, est garant des MasterData, de l'optimisation du paramétrage (segmentation produits, .) - Vous analysez les écarts et alertes remontées par les approvisionneurs pour corriger le paramétrage ou le modèle Slim4 - Vous réalisez les analyses et accompagne le Responsable Appro sur la révision des plans de stocks des agences - Vous serez Key user Slim4 - En phase de déploiement de Slim4 : vous serez garant de préparation des données (articles, fournisseurs, conditions d'approvisionnements, .) - En fonctionnement préalable à Slim4 / AS400, système actuel : o Vous réaliserez les approvisionnements sur quelques fournisseurs (compréhension du système actuel et de sa donnée + répartition de la charge appro actuelle) o Vous préparerez les données de paramétrage du système (stocks mini / maxi) et les réalise les analyses sur les stocks (provisions, solutions d'écoulement, .) Profil recherché ? Recherche d'un profil junior avec première expérience : - Formation Bac+4 / Bac+5 en Supply Chain, Logistique, approvisionnements - Première expérience : stage Supply Chain, data analyste Supply Chain, prévisions, planification de la demande, cabinet de conseil Supply Chain Compétences clés : - Excel niveau avancé (au minimum TCD, recherche X, analyses données ; idéalement PowerQuery) - Avoir une « logique » statistique (saisonnalité, tendance, volatilité, segmentation ABC / XYZ) - Compréhension des problématiques Supply Chain (stock de sécurité, délai fournisseur, MOQ, couverture) - Esprit critique : l'analyste appro doit avoir un esprit critique sur les propositions de Slim4 Qualités comportementales : - Esprit analytique et logique : comprendre les anomalies, les scénarios - Curiosité et aisance avec la data : hausse ou baisse des prévisions, des SKU - Pédagogie : doit pouvoir expliquer les analyses aux Approvisionneurs, Category Manager, Commerce - Rigueur : une erreur de paramétrage peut avoir un impact extrêmement fort sur les ruptures ou le niveau de stock Le Package et les avantages ? - Salaire fixe - Primes : 2400€ max/an - Intéressement - Mutuelle / Prévoyance - Prime vacances - Tickets restaurant",https://candidat.francetravail.fr/offres/recherche/detail/205PGTZ,France Travail,91,Chilly-Mazarin,Junior
205HWRT,Alternance analyste de données logistique (H/F),PUM,51 - Reims,51100,CDD,CDD - 24 Mois,Débutant accepté,2026-03-12 11:16:54.926000+00:00,2026-04-01 14:59:42.194000+00:00,"Pourquoi a-t-on besoin de vous? Le poste d'Alternant Analyste de données logistique chez PUM, filiale du Groupe Saint-Gobain, offre une opportunité unique de fusionner le monde de la logistique avec celui de la science des données. Au sein de la Direction Logistique, tu seras rattaché à la Responsable données logistique et stocks. Notre objectif est de collecter, analyser et diffuser de la donnée à travers des reporting mensuels et diverses demandes ponctuelles. Notre périmètre comprend également la gestion logistique de nos terminaux mobiles (PDA). Tu conçois des tableaux de bord utiles à la bonne compréhension des données : Conception de macro VBA, modifications Access, Power BI Tu collectes, exploites et interprète les données logistiques pour orienter les prises de décision Tu fournis des rapports clairs et lisibles, via les outils de data visualisation Tu participes à la diffusion d'une culture Data à l'ensemble des parties prenantes Tu établis un diagnostic des outils utilisés à date et propose de nouveaux outils partagés Tu participes à la construction de la stratégie data de la Direction Logistique et à sa déclinaison opérationnelle Tu assures la mise à jour et l'amélioration continue des reporting existants Tu gères le support utilisateur pour la flotte de terminaux mobiles (PDA) Tu contribues à l'amélioration des outils digitaux Tu appuies le service logistique et les points de vente sur l'organisation de l'inventaire annuel L'info en plus Plonge au cœur de l'alternance chez PUM à travers cette vidéo : https://www.youtube.com/watch?v=wsg44wox6nQ Ce poste est-il fait pour vous ? Tu t'orientes vers un Bac +4/5 en supply chain ou analyse de données avec une appétence en Supply Chain. La formation doit être spécialisée en traitement de la donnée, pour une durée de 2 ans. Tu maitrises les outils informatiques dont Access et Excel (TCD, VBA, PowerQuery.) Tu possèdes une capacité analytique, tu es agile et propose des solutions Tu es rigoureux, autonome et tu prends des initiatives Tu es capable de restituer des informations compréhensibles par les utilisateurs",https://candidat.francetravail.fr/offres/recherche/detail/205HWRT,France Travail,51,Reims,Junior
204XXQY,Analyste informatique KELIA (H/F),Non renseigné,75 - Paris 13E Arrondissement,75013,CDD,CDD - 12 Mois,6 An(s),2026-03-05 08:28:16.824000+00:00,2026-03-30 11:06:41.767000+00:00,"Expert de l'informatique KAN CS apporte à ses clients des solutions en maintenance informatique, réseau, monétique et dans le déploiement de techniciens. Nous recherchons un Analyste informatique KELIA Le programme Epargne IT (PepIT) est composé de plusieurs projets organisés en filières permettant de mettre en place un nouvel écosystème épargne avec l'intégration d'un nouvel outil de gestion (Kelia). Le programme Ambition Epargne poursuit un double objectif : 1. Le lancement de ""nouvelles offres Epargne"" en intégrant le nouvel outil de gestion dans le SI. 2. Une convergence des outils legacy de l'épargne Le programme est organisé en plusieurs filières : gestion, relation client, front, data... Dans le cadre de la convergence, le programme de migration est axé sur plusieurs chantiers. Le chantier Migration se décompose en : - l'usine de migration des données - les recette des données - La fiabilisation / Change La mission a pour objectif d'accompagner le programme de migration autour de la certification des données calculatoires à travers - La prise en charge des recettes calculatoires (autour des TFA & recette dynamique) - L'analyse des points d'écarts rencontrés Description Intervention dans les analyses des calculatoires entre l'existants et la cible Identification de solution pour minimuser les impacts techniques Livrables Rapport d'analyse / Suivi des TFA Tables de mortalité / taux de sinistres / provisionnement. Supports de décision (rapport, dashboards). Compétences Très bonne maîtrise des statistiques, probabilité, actuariat. Maîtrise des outils analytiques / de modélisation (R, Python, SAS.). Connaissance réglementaire et financières. Capacité de communication des résultats complexes. Connaissance de l'outil KELIA serait un plus Esprit critique, précision, rigueur.",https://candidat.francetravail.fr/offres/recherche/detail/204XXQY,France Travail,75,Paris 13E Arrondissement,Senior
203TQHJ,Analyste Operationnel (H/F),TCS,33 - Bordeaux,33000,CDI,CDI,5 An(s),2026-02-09 10:55:30.560000+00:00,2026-03-30 14:38:15.802000+00:00,"Les missions du poste Au sein du service client national, l'Analyste Opérationnel Transport est un acteur clé du pilotage de la performance opérationnelle. Il/elle assure le suivi, l'analyse et l'amélioration continue des activités de transport, en lien étroit avec les équipes terrain, la qualité, les agences, le transport et le service commercial. Grâce à des données fiables, des analyses ciblées et des actions concrètes, vous contribuez directement à la qualité de service client, à la fiabilité des opérations et à la prise de décision opérationnelle à l'échelle nationale. Objectifs du poste - Fiabiliser les données opérationnelles et les rendre exploitables pour le pilotage national - Fluidifier les processus et réduire les anomalies récurrentes impactant le service client - Renforcer la montée en compétences des équipes grâce à des outils pédagogiques structurés - Améliorer durablement la qualité de service client - Contribuer à la performance globale du réseau transport et à l'amélioration continue Vos responsabilités 1. Formation & montée en compétence - Concevoir, organiser et diffuser les quiz destinés à évaluer la maîtrise des procédures et bonnes pratiques - Déployer, suivre et mettre à jour les modules e-learning - Coordonner et animer les sessions de formation (qualité, process, outils) - Accompagner les équipes terrain dans l'assimilation des standards opérationnels - Analyser les résultats et proposer des plans d'amélioration adaptés 2. Analyse, qualité & pilotage de la performance - Produire les rapports qualité (quotidiens, hebdomadaires, mensuels) à destination du service client national et des équipes opérationnelles - Identifier et analyser les anomalies récurrentes (non-conformités, erreurs de scan, incidents opérations/transport) - Mettre à disposition les indicateurs clés : - Taux de scan - Indicateurs de qualité de service - Rapport quotidien des colis en erreur (multi-agences) 3. Proposer et suivre des actions correctives avec les équipes responsables - Garantir la fiabilité, la cohérence et l'intégrité des données utilisées pour le pilotage national - Contribuer à l'amélioration continue des outils de reporting et des méthodes d'analyse 4. Gestion des bases de connaissances - Rédiger, maintenir et enrichir les bases de connaissances (quiz, e-learning, formations, processus internes) - Structurer un référentiel clair, homogène et accessible aux équipes opérationnelles et au service client - Veiller à la conformité des contenus avec les règles métier, normes qualité et procédures en vigueur - Participer à la standardisation des processus internes 5. Coordination & communication transverse - Participer aux comités de pilotage client (COPIL) au niveau national - Collaborer étroitement avec les équipes opérationnelles, le service client, la qualité, les agences, le transport et le service commercial - Préparer et présenter les indicateurs qualité lors de réunions internes et externes - Assurer le suivi des plans d'actions issus des COPIL, audits ou analyses - Agir comme facilitateur pour garantir une communication fluide et efficace entre les équipes Compétences techniques - Maîtrise avancée d'Excel ou Google Sheets (TCD, formules avancées, automatisation simple) - Connaissance des outils de reporting (Power BI ou équivalent) - Bonne compréhension des flux transport et logistiques (scan, tracking, tournées, tri) - Capacité à analyser, modéliser et synthétiser des données complexes - Aisance en rédaction de processus et documentation opérationnelle Compétences comportementales - Rigueur, fiabilité et sens du détail - Excellentes capacités pédagogiques et goût pour la transmission - Esprit analytique, sens critique et orientation solutions - Capacité à travailler en transversal avec de nombreux interlocuteurs - Organisation, autonomie et gestion des priorités dans un environnement dynamique",https://candidat.francetravail.fr/offres/recherche/detail/203TQHJ,France Travail,33,Bordeaux,Senior
1001382,ALTERNANCE - Data & CRO Analyst (H/F),Non renseigné,75 - Paris,Non renseigné,CDI,CDI,Débutant accepté,2026-04-01 10:05:45+00:00,2026-04-01 10:05:45+00:00,"ROLE :&nbsp;Au sein du département Digital et dans un contexte international, vous serez sous la responsabilité du Data &amp; CRO Manager. Votre rôle sera de soutenir le Lead CRO Strategist dans l'optimisation des parcours utilisateurs. Vous l'accompagnerez dans la mise en place des expériences (AB tests et personnalisation), ainsi que dans la mesure de la performance des sites à travers des analyses quantitatives &amp; qualitatives pour détecter les points de friction et identifier les axes d'amélioration.MISSIONS PRINCIPALES :&nbsp;1. Analyse de la performance et des comportements utilisateursAnalyser les parcours utilisateurs afin d'identifier des opportunités d'optimisation de l'expérience et de conversion.Exploiter des données quantitatives (analytics) et qualitatives (heatmaps, session recordings, feedback utilisateurs).Identifier les points de friction, les comportements clés et les opportunités d'A/B tests ou de personnalisation.Synthétiser les analyses et partager des insights actionnables aux équipes.2. Optimisation &amp; expérimentationProposer des idées d'A/B tests et de scénarios de personnalisation basées sur les analyses.Participer à la conception des tests : hypothèses, KPIs et briefs.Participer aux phases de recette et de validation avant mise en ligne des tests.Suivre les performances des tests, analyser les résultats et formuler des recommandations.Contribuer à la documentation et à la capitalisation des apprentissages issus des tests.3. Collaboration &amp; partage des insightsPrésenter les analyses et résultats d'expérimentations aux équipes produit, marketing ou e-commerce.Contribuer à la diffusion d'une culture data et expérimentation au sein de l'équipe.",https://candidat.francetravail.fr/offres/recherche/detail/1001382,France Travail,75,Paris,Junior
0993948,Data Analyst - Inventory Management - Value Chain (f/m/d) (H/F),Non renseigné,75 - Paris,Non renseigné,CDI,CDI,Débutant accepté,2026-04-01 07:02:37+00:00,2026-04-01 07:02:37+00:00,"Decathlon Digital Decathlon ambitionne de devenir la meilleure plateforme numérique sportive et écosystème ouvert au monde. Nous souhaitons permettre aux clients de vivre Decathlon à travers de nombreuses expériences locales centrées sur le sport en connectant de nombreux acteurs et services tiers, de manière sécurisée et performante. Decathlon Digital, c'est aujourd'hui plus de 5000 profils techniques : software engineers, product managers, expert e s de la data, du Cloud et de la cybersécurité, en France et à l'étranger, implantées à Paris, Lille, Nantes, Lyon, et Amsterdam. Notre équipe Inventory Optimization recherche un e Data Analyst basé e à Lille ou Paris. L'équipe Inventory Optimization, intégrée à la Data Supply Chain, est responsable de la conception, du développement et de la maintenance de solutions analytiques et d'Intelligence Artificielle innovantes autour des enjeux de la supply chain, la prévision de demande multi-échelon, l'estimation des stocks cibles ou la gestion de pénuries pour n'en nommer que quelques-uns. Tu travailleras au sein d'une équipe multidisciplinaire composée de Data Scientists, Data Analysts, Analytics Engineers, ML Engineers travaillant de manière agile et en proximité forte avec nos interlocuteurs Produit et Engineering ainsi que nos utilisateurs métiers. TA FUTURE CONTRIBUTION Ta mission : Collaborer, Analyser, Informer et Générer de l'Impact ! En tant que Data Analyst, tu serviras de lien clé entre les équipes data et les équipes métier de la supply chain, en les accompagnant dans la prise de décisions stratégiques grâce à la donnée. Tes responsabilités Tu échanges avec les contacts métier et les équipes opérationnelles pour acquérir une meilleure compréhension des problématiques sur lesquelles tu travailles. Tu développes des solutions data appropriées en étant proactif et en respectant leurs contraintes, tout en conservant une solide compréhension des analyses et outils existants. Tu identifies les données nécessaires à ton analyse et tu assures de leur qualité et de leur fiabilité. Tu effectues le nettoyage et la préparation des données avant d'appliquer les méthodes statistiques et analytiques que tu choisis. (Note : Tu respectes et promeus le cadre éthique d'utilisation des données personnelles. ) Tes responsabilités sont variées : Analyser la performance de la Supply Chain Aval (Downstream) et Amont (Upstream) de Decathlon notamment autour de l'estimation des cibles de stock. Accompagner les équipes métier et fournir des analyses proactives et des recommandations. Fournir des analyses (insights) impactantes et des recommandations solides pour orienter les décisions métier. Aider les interlocuteurs métier (stakeholders) à développer leurs compétences data et agir comme relais entre eux et les autres équipes data. STACK TECHNIQUE (SI PERTINENT) L'environnement technique : Langages : SQL, Python (pandas, numpy, scikit-learn) Outils BI : Tableau Data Engineering : dbt, Databricks, Spark Plateformes Cloud : AWS, GCP Versioning & DevOps : Git, CI/CD, VSCode CE QUE TU APPORTES Expérience : 3+ ans en Analyse de Données (Data Analysis) avec une solide expertise en SQL et en visualisation de données. Compréhension métier : Tu comprends les concepts de la supply chain, notamment autour de l'optimisation des stocks, de la prévision de demande. Tu sais transformer les besoins métier en problématiques bien définies et en recommandations concrètes (actionnables). Esprit analytique : Tu as une grande capacité à structurer l'analyse et à interpréter des enseignements pertinents (insights). Esprit collaboratif : Tu es à l'aise pour travailler en équipes pluridisciplinaires (métier, data, produit, gouvernance). Proactif & curieux : Tu aimes explorer de nouvelles solutions et améliorer en continu les méthodes d'analyse. Langues : Tu as une maîtrise professionnelle de l'anglais. CE QUE NOUS T'OFFRONS Une équipe de passionnés de sport et de data ; 2 jours de télétravail par semaine ; Possibilité de travailler dans l'un des bureaux de Decathlon Digital à Lille ou Paris ; Matériel fourni en accord avec tes missions et nos engagements sociétaux (Mac, Windows, ou Chromebooks) ; Une équipe de projet locale au sein d'un réseau mondial (possibilité de carrière internationale) ; Développement des compétences et accompagnement (diversité des projets, certifications techniques dès la première année, formations internes et externes, etc. ) ; Package de rém",https://candidat.francetravail.fr/offres/recherche/detail/0993948,France Travail,75,Paris,Junior
